GRAVEL_SMALL				LOOSE_TERRAIN		GRAVEL		    	DIRT			GRAVEL_SMALL			-						1.0		0.1		6727.0	0.80	-0.10	0.10	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		GRAVEL_SMALL		
GRAVEL_LARGE				LOOSE_TERRAIN		GRAVEL		    	DIRT			GRAVEL_LARGE			-						1.0		0.1		5887.0	0.80	-0.10	0.20	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		GRAVEL_LARGE		
GRAVEL_DEEP 				LOOSE_TERRAIN		GRAVEL_DEEP	    	DIRT			GRAVEL_SMALL			-						1.5		0.1		6727.0	0.90	-0.10	0.20	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		GRAVEL_DEEP		
GRAVEL_TRAIN_TRACK			LOOSE_TERRAIN		CONCRETE_DUSTY    	DIRT			GRAVEL_SMALL			-						1.0		0.1		6727.0	0.90	-0.10	0.20	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		GRAVEL_TRAIN_TRACK		
DIRT_TRACK					LOOSE_TERRAIN		DIRT_DRY	    	DIRT			DIRT_TRACK				-						2.0		0.3		4550.0	0.90	-0.10	0.10	1.0			0.95	0.0		1.0				0 0 0 0			1 1		DIRT_TRACK		
MUD_HARD					LOOSE_TERRAIN		DIRT_DRY	    	DIRT			-						-						2.0		0.3		5327.0	0.90	0.00	0.20	1.0			0.95	0.0		1.0				0 0 0 0			1 0		MUD_HARD		
MUD_POTHOLE					LOOSE_TERRAIN		MUD_SOFT	    	DIRT			MUD_POTHOLE				-						2.0		0.2		4200.0	0.90	0.00	0.30	1.0			0.95	0.0		1.0				0 0 0 0			1 0		MUD_POTHOLE		
MUD_SOFT					LOOSE_TERRAIN		MUD_SOFT	    	DIRT			-						-						2.0		0.2		6055.0	0.70	0.00	0.30	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		MUD_SOFT		
MUD_UNDERWATER				LOOSE_TERRAIN		MUD_UNDERWATER    	DIRT			-						-						2.0		0.2		6055.0	0.70	0.00	0.40	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		MUD_UNDERWATER		
MUD_DEEP 					LOOSE_TERRAIN		MUD_DEEP	    	DIRT			-						-						2.0		0.2		6055.0	0.70	0.00	0.40	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		MUD_DEEP		
MARSH						LOOSE_TERRAIN		MUD_DEEP	    	DIRT			-						-						2.0		0.2		6055.0	0.70	0.00	0.40	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		MARSH		
MARSH_DEEP					LOOSE_TERRAIN		MUD_DEEP	    	DIRT			-						-						2.0		0.2		6055.0	0.70	0.00	0.40	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		MARSH_DEEP		
SOIL						LOOSE_TERRAIN		MUD_SOFT	    	DIRT			-						-						2.0		0.2		5047.0	0.70	0.10	0.10	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		SOIL			
CLAY_HARD					LOOSE_TERRAIN		CLAY		    	DIRT			CLAY_HARD				-						2.0		0.3		6111.0	0.70	-0.10	0.10	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		CLAY_HARD			
CLAY_SOFT					LOOSE_TERRAIN		CLAY		    	DIRT			-						-						2.0		0.2		3755.5	0.70	-0.10	0.20	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		CLAY_SOFT			
																			  												
																			  												
###############################																  													
# VEGETATION (046-054)												  													
																			  												
GRASS_LONG					VEGETATION			GRASS		    	FOLIAGE			-						-						0.8		0.1		4900.0	0.80 	-0.15  	0.10  	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		GRASS_LONG		
GRASS						VEGETATION			GRASS		    	FOLIAGE			-						-						0.6		0.1		5600.0	0.80 	-0.15  	0.10  	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		GRASS			
GRASS_SHORT					VEGETATION			GRASS_SHORT	    	FOLIAGE			-						-						0.4		0.2		5950.0	0.80 	-0.15  	0.10  	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		GRASS_SHORT		
HAY							VEGETATION			HAY					FOLIAGE			-						-						0.4		0.2		5950.0	0.70 	-0.15  	0.02  	1.0			0.95	0.0 	1.0				0 0 0 0			1 0		HAY	
BUSHES						VEGETATION			BUSHES		    	FOLIAGE			-						-						0.7		0.1		525.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		BUSHES			
TWIGS						VEGETATION			TREE_BARK	    	FOLIAGE			-						-						0.7		0.1		700.0	0.80 	-0.15 	0.00  	1.0			0.95	0.0		1.0				0 0 0 0			0 0		TWIGS			
LEAVES						VEGETATION			LEAVES		    	FOLIAGE			-						-						0.7		0.1		350.0	0.75 	-0.15  	0.10  	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		LEAVES			
WOODCHIPS					VEGETATION			TREE_BARK	    	FOLIAGE			-						-						0.7		0.1		1820.0	0.80 	-0.05  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		WOODCHIPS		
TREE_BARK					VEGETATION			TREE_BARK	    	FOLIAGE			-						-						0.7		0.3		840.0	0.80 	-0.05  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 0		TREE_BARK		
																			  												
																			  												
###############################																  													
# METALS (055-068)												  												
																			  												
METAL_SOLID_SMALL			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		24500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_SOLID_SMALL		
METAL_SOLID_MEDIUM			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		28000.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_SOLID_MEDIUM		
METAL_SOLID_LARGE			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		31500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_SOLID_LARGE		
METAL_HOLLOW_SMALL			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		1750.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_HOLLOW_SMALL		
METAL_HOLLOW_MEDIUM			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		2100.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_HOLLOW_MEDIUM		
METAL_HOLLOW_LARGE			METALS				METAL		    	DEFAULT			-						-						0.5		0.6		2450.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_HOLLOW_LARGE		
METAL_CHAINLINK_SMALL		METALS				METAL		    	DEFAULT			-						-						0.7		0.2		3500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	0.0				1 1 0 1			0 1		METAL_CHAINLINK_SMALL		
METAL_CHAINLINK_LARGE		METALS				METAL		    	DEFAULT			-						-						0.7		0.2		3850.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	0.0				1 1 0 1			0 1		METAL_CHAINLINK_LARGE		
METAL_CORRUGATED_IRON		METALS				METAL		    	DEFAULT			-						-						0.7		0.4		21000.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_CORRUGATED_IRON		
METAL_GRILLE				METALS				METAL		    	DEFAULT			METAL_GRILLE			-						0.7		0.3		3500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				1 1 1 1			0 1		METAL_GRILLE			
METAL_RAILING				METALS				METAL		    	DEFAULT			-						-						0.7		0.6		4200.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_RAILING			
METAL_DUCT					METALS				METAL		    	DEFAULT			-						-						0.5		0.4		1750.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_DUCT			
METAL_GARAGE_DOOR			METALS				METAL		    	DEFAULT			-						-						0.5		0.4		31500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_GARAGE_DOOR		
METAL_MANHOLE				METALS				METAL		    	DEFAULT			METAL_MANHOLE			-						0.4		0.6		31500.0	1.00 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		METAL_MANHOLE			
																			  												
																			  												
###############################																  													
# WOODS	(069-080)													  												
																			  												
WOOD_SOLID_SMALL			WOODS				WOOD		    	DEFAULT			-						-						0.6		0.5		1400.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_SOLID_SMALL			
WOOD_SOLID_MEDIUM			WOODS				WOOD		    	DEFAULT			-						-						0.6		0.5		2100.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_SOLID_MEDIUM			
WOOD_SOLID_LARGE			WOODS				WOOD		    	DEFAULT			-						-						0.6		0.5		2852.5	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_SOLID_LARGE			
WOOD_SOLID_POLISHED			WOODS				WOOD		    	DEFAULT			-						-						0.4		0.6		2800.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_SOLID_POLISHED			
WOOD_FLOOR_DUSTY			WOODS				WOOD_DUSTY	    	DEFAULT			-						-						0.5		0.5		2100.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_SOLID_DUSTY		
WOOD_HOLLOW_SMALL			WOODS				WOOD_SPLINTER	    DEFAULT			-						-						0.6		0.4		350.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_HOLLOW_SMALL			
WOOD_HOLLOW_MEDIUM			WOODS				WOOD_SPLINTER	    DEFAULT			-						-						0.6		0.4		700.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_HOLLOW_MEDIUM			
WOOD_HOLLOW_LARGE			WOODS				WOOD_SPLINTER	    DEFAULT			-						-						0.6		0.4		1050.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_HOLLOW_LARGE			
WOOD_CHIPBOARD				WOODS				WOOD_SPLINTER	    DEFAULT			-						-						0.7		0.4		595.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_CHIPBOARD				
WOOD_OLD_CREAKY				WOODS				WOOD		    	DEFAULT			-						-						0.7		0.4		2100.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_OLD_CREAKY				
WOOD_HIGH_DENSITY			WOODS				WOOD		    	DEFAULT			-						-						0.7		0.6		21000.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				0 0 0 0			0 1		WOOD_HIGH_DENSITY			
WOOD_LATTICE				WOODS				WOOD		    	DEFAULT			-						-						0.6		0.5		1400.0	0.80 	-0.15  	0.00  	1.0			0.95	0.0 	1.0				1 1 1 1			0 1		WOOD_LATTICE			
																				  												
																			  												
###############################																  													
# MANMADE (081-111)														  												
																			  												
CERAMIC						MANMADE				CERAMIC				DEFAULT			-						-						0.4		0.6		9695.0	0.90 	-0.10  0.00	  1.0			0.95	0.0		1.0				0 0 0 0			0 1		CERAMIC			
ROOF_TILE					MANMADE				CERAMIC				DEFAULT			-						-						1.0		0.5		7000.0	0.90 	-0.10  0.00	  1.0			0.95	0.0		1.0				0 0 0 0			0 1		ROOF_TILE			
ROOF_FELT					MANMADE				WOOD_DUSTY		    DEFAULT			-						-						1.0		0.3		5250.0	0.80 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		ROOF_FELT			
FIBREGLASS 					MANMADE				PLASTIC		    	DEFAULT			-						-						0.7		0.1		1750.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		FIBREGLASS 			
TARPAULIN					MANMADE				PLASTIC		    	DEFAULT			-						-						0.6		0.1		2800.0	0.80 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 1 1 0			0 0		TARPAULIN			
PLASTIC						MANMADE				PLASTIC		    	DEFAULT			-						-		    			0.6		0.4		3500.0	0.80 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC				
PLASTIC_HOLLOW				MANMADE				PLASTIC_HOLLOW	    DEFAULT			-						-						0.6		0.3		875.0	0.85 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC_HOLLOW			
PLASTIC_HIGH_DENSITY		MANMADE				PLASTIC				DEFAULT			-						-						0.6		0.1		21000.0	0.80 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC_HIGH_DENSITY			
PLASTIC_CLEAR				MANMADE				PLASTIC		    	DEFAULT			-						-		    			0.6		0.4		3500.0	0.80 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC_CLEAR				
PLASTIC_HOLLOW_CLEAR		MANMADE				PLASTIC_HOLLOW	    DEFAULT			-						-						0.6		0.3		875.0	0.85 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC_HOLLOW_CLEAR			
PLASTIC_HIGH_DENSITY_CLEAR	MANMADE				PLASTIC				DEFAULT			-						-						0.6		0.1		21000.0	0.80 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTIC_HIGH_DENSITY_CLEAR			
FIBREGLASS_HOLLOW			MANMADE				PLASTIC_HOLLOW	    DEFAULT			-						-						0.7		0.1		126.0	0.90 	-0.10  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		FIBREGLASS_HOLLOW		
RUBBER						MANMADE				RUBBER		    	DEFAULT			WHEEL_RUBBER			-						2.0		3.0		4200.0	1.00 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		RUBBER				
RUBBER_HOLLOW				MANMADE				RUBBER		    	DEFAULT			-						-						6.0		1.5		875.0	1.00 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		RUBBER_HOLLOW		
LINOLEUM 					MANMADE				LINOLEUM 	    	DEFAULT			-						-						0.9		0.7		1925.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		LINOLEUM 			
LAMINATE 					MANMADE				WOOD_SPLINTER 	    DEFAULT			-						-						0.5		0.7		2800.0	0.80 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		LAMINATE 			
CARPET_SOLID				MANMADE				CARPET_FABRIC	    DEFAULT			-						-						1.5		0.1		1050.0	0.80 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			1 0		CARPET_SOLID			
CARPET_SOLID_DUSTY			MANMADE				CARPET_FABRIC_DUSTY DEFAULT			-						-						1.5		0.1		1050.0	0.80 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			1 0		CARPET_SOLID_DUSTY			
CARPET_FLOORBOARD			MANMADE				CARPET_FABRIC	    DEFAULT			-						-						0.9		0.2		1750.0	0.80 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			1 0		CARPET_FLOORBOARD		
CLOTH 						MANMADE				CARPET_FABRIC	    DEFAULT			-						-						0.5		0.1		875.0	0.80 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			1 0		CLOTH 				
PLASTER_SOLID				MANMADE				CONCRETE			DEFAULT			-						-						0.8		0.6		2971.5	0.80 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTER_SOLID			
PLASTER_BRITTLE				MANMADE				PLASTER_BRITTLE	    DEFAULT			-						-						0.8		0.1		2971.5	0.80 	-0.15  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 1		PLASTER_BRITTLE			
CARDBOARD_SHEET				MANMADE				CARDBOARD	    	DEFAULT			-						-						0.5		0.2		400.0	0.80 	-0.10  0.00	  1.0			0.95	0.0 	0.0				0 1 1 0			0 0		CARDBOARD_SHEET			
CARDBOARD_BOX				MANMADE				CARDBOARD	    	DEFAULT			-						-						1.2		0.2		200.0	0.85 	-0.10  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		CARDBOARD_BOX			
PAPER 						MANMADE				PAPER		    	DEFAULT			-						-						1.2		0.2		4203.5	0.80 	-0.10  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		PAPER 				
FOAM						MANMADE				FOAM	    	    DEFAULT			-						-						1.0		0.1		175.0	0.80 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			1 0		FOAM				
FEATHER_PILLOW	 			MANMADE				FEATHERS     	    DEFAULT			-						-						0.5		0.1		192.5	0.80 	-0.10  0.00	  1.0			0.95	0.0 	0.0				0 1 1 0			1 0		FEATHER_PILLOW	 		
POLYSTYRENE					MANMADE				PLASTIC				DEFAULT			-						-						1.0		0.2		157.5	1.00 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		POLYSTYRENE			
LEATHER						MANMADE				CARPET_FABRIC	    DEFAULT			-						-						1.0		0.2		3307.5	1.00 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		LEATHER				
TVSCREEN					MANMADE				TVSCREEN	    	DEFAULT			-						-						0.4		0.6		9026.5	0.90 	 0.00  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		TVSCREEN			
SLATTED_BLINDS				MANMADE				PLASTIC		    	DEFAULT			-						- 						0.4		0.3		8750.0	0.90 	 0.00  0.00	  1.0			0.95	0.0 	0.0				1 1 1 1 		0 0		SLATTED_BLINDS
																			  													
																		  												
###############################																  													
# GLASS	(112-115)

GLASS_SHOOT_THROUGH			GLASS		    	GLASS		    	DEFAULT			-						-						0.2		0.7		8750.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	0.0				1 1 1 0			0 0		GLASS_SHOOT_THROUGH	
GLASS_BULLETPROOF			GLASS		    	GLASS_BULLETPROOF   DEFAULT			-						-						0.2		0.7		8750.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	10000.0			1 0 0 0			0 0		GLASS_BULLETPROOF
GLASS_OPAQUE				GLASS		    	GLASS		    	DEFAULT			-						-						0.2		0.7		8750.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		GLASS_OPAQUE
																						  																			
PERSPEX						GLASS		    	GLASS		    	DEFAULT			-						-						0.2		0.7		4130.0	0.90 	-0.12  0.00	  1.0			0.95	0.0 	1.0				0 0 0 0			0 0		PERSPEX		
																			  												
																			  												
